Broker,TradeID
TD Ameritrade,2a85cd98-81b8-4f47-aed0-1546d3c20578
Raymond James Financial,aba21e9b-cf1f-4150-8419-6cca416b5c85
AXA Advisors,346e7328-fc19-457d-8c74-1780d2769650
LPL Financial,1359c371-4a4f-42e0-a86f-ea1e91915f1e
Charles Schwab,f0ea7c8a-4025-4b6f-9f1b-211707ca9db3
Edward Jones,d407f199-15f7-484f-b8ff-d02e186853b7
National Planning Corporation,4f29ebe5-be09-4a8d-83a5-664f203153eb
Charles Schwab,53348125-3e1b-44ab-8b2a-ffae59945ad7
Ameriprise Financial,03c32237-ee06-4ac7-bd96-f8c7f5bad128
AXA Advisors,0fbd4b3a-0ab8-419a-a70d-716e98ed072d
LPL Financial,6dd65924-2206-491c-b96a-d589318f0555
Fidelity,bf58a5cc-ab5a-41b3-8520-4d92d2955fb8
Charles Schwab,fddb1a84-e47a-4d64-a32c-b2e40b7612a8
Edward Jones,878981dc-f4ec-40bb-9e9b-8b6e3e66e8d8
TD Ameritrade,82a0e015-b7a5-4924-8c3f-93188630bb88
Raymond James Financial,9352156a-81df-4983-8407-021edbc40dd0
Wells Fargo Advisors,24e081c4-ea53-4cf5-b84b-693071b8ddc9
National Planning Corporation,854cbd6a-9b60-4843-8f5f-f78fe8889016
AXA Advisors,f86e8220-a7ac-47ce-a24f-070841b7f395
LPL Financial,bc6cc6fd-5826-4632-b93b-bc79f94e3af4
Fidelity,fd6533dd-67e3-4f3e-91ba-1be642383c59
Edward Jones,349c12a0-0da9-4818-bbfc-332d6734c939
Charles Schwab,9721ad94-c430-4abe-80e1-f8a2ea09caf3
Ameriprise Financial,5971634b-b166-42c8-be12-5f83228e24a7
TD Ameritrade,d9da3748-fb5a-4c35-b6c2-a3959e26df6b
Raymond James Financial,befb4666-5c90-414c-bdda-48914bd2b58c
National Planning Corporation,d6c65a55-2e27-4cc7-9587-5239c6863fe8
Wells Fargo Advisors,4178862f-baa7-467a-a862-0da3c88d3404
Wells Fargo Advisors,af11796d-6d39-49ae-9de1-1b46075d4163
Fidelity,b09301e9-7b41-432d-bb55-cae9308ba581
Charles Schwab,c0db47a0-02dc-44e1-bc8c-60fa01f9f02f
Edward Jones,fc1dee75-8bdc-4ff0-9e35-4792938207ce
TD Ameritrade,dde84dbb-c137-474e-a45d-612f1b5d8125
Raymond James Financial,af8bf641-3d51-4737-9140-f4507737d67e
AXA Advisors,4a0b63a7-c320-4429-8b43-b75ce3be6f60
LPL Financial,879154b3-efb6-4335-a60b-7a14e82a88f3
National Planning Corporation,473ce195-8f92-4820-99b2-4cc13f40330b
Ameriprise Financial,84c374ea-7735-4945-a0ab-5260acd0315d
Fidelity,b1885a6b-b2ff-4c15-92b7-69a155697151
Charles Schwab,979aad32-35ab-4bc4-9da7-a7d6f0590aa4
Ameriprise Financial,9ff6fc34-381d-466a-964c-d2cba96ab60d
TD Ameritrade,ee6ce118-3b99-403a-89a3-72dde8b1c43e
Raymond James Financial,6dec770e-e9f8-4ebd-ab62-511f059af3d4
AXA Advisors,74bc1c6d-4951-4349-aa21-360fa36f0ff5
LPL Financial,2bf8cf6a-3503-418f-b1da-e20ef04c0a31
National Planning Corporation,bd8b2cca-598f-4f1e-88f7-2c926097937f
Wells Fargo Advisors,b7e28254-7da4-4896-91f0-cfc405fdf73a
Fidelity,fb8f9925-4261-482f-976c-98e0f25d73b4
Charles Schwab,9e8cb8db-82c3-4922-9c6d-d2d0dd9567ac
Edward Jones,229fb0e0-36d8-4f79-b654-ed9586efd700
Ameriprise Financial,367b5639-8228-47c7-96b5-2934e46904ab
TD Ameritrade,e48d0888-a0e7-4a79-833f-7eafe33780d1
Raymond James Financial,ccd03d41-bd7a-47f8-aca3-cea86e48adf8
AXA Advisors,6d4f3a67-0505-44b9-8a76-050817557fa3
LPL Financial,fe1f9091-147a-444b-9a65-7e475e4eb023
Wells Fargo Advisors,b5ae6c79-35a6-4286-9266-3c58731fb795
Wells Fargo Advisors,7d99ee0b-759d-40a7-a5ca-3fc9dedf2e99
Fidelity,cc38cf45-426e-42e0-ab63-e89a36190794
Charles Schwab,9456e006-25ec-43b6-b92e-979288192688
Edward Jones,352af737-1558-4dd4-af84-556b63971fd0
Ameriprise Financial,d3f60be0-224d-40c9-b614-15b68be5472e
TD Ameritrade,886884b0-c1df-450c-835c-1e5cc97b262e
Raymond James Financial,bb8e962e-fe13-4002-beb2-8210783209b2
AXA Advisors,0c233a6a-a7f0-4bf1-b076-7820ea2fe38c
LPL Financial,71274883-78a5-4ecb-8d82-60ce3bfe8b82
National Planning Corporation,0c4ca3fd-9a5b-4abe-851e-17d00461ff92
Wells Fargo Advisors,69a7334a-a6ce-4e32-92a1-35ab5f793244
Charles Schwab,dd5ed9a8-9688-49f7-a01d-faba6b6ee0e9
Edward Jones,47c38d49-1833-4038-8e3f-fee9eb69bf72
Ameriprise Financial,f822a6b1-6be8-4ae6-914f-6c8cff447277
TD Ameritrade,29ad8405-e311-42c0-8214-641750a42c38
Raymond James Financial,f61e9f56-bf5a-4d67-85ec-48f42da9d066
AXA Advisors,d6a03ce8-5b1f-4062-ac18-f558eeea9868
LPL Financial,b2d1e668-5883-45cd-b2ec-fbe469e224ac
Wells Fargo Advisors,fe8790d1-e042-4026-bb06-6d3c795ee1ea
Fidelity,6894b1a1-7340-44d5-aed0-f5a70cc273cb
Charles Schwab,2d81c5b1-b15e-41db-9581-6dbed9096535
Edward Jones,459f6068-056d-4506-a3c9-c12c599a7ca0
Ameriprise Financial,1173c7dd-4d6f-4b94-ad57-07d395d3b444
TD Ameritrade,91c4c3fe-cad1-43e9-b4bd-f3dfc1dc6dc2
Raymond James Financial,6b47c6c9-f0f2-473c-851e-e52b5586fc80
LPL Financial,3790b644-0c15-44e5-b48c-79b2c1fb1bf0
National Planning Corporation,c76ff7b2-a5db-47df-8a28-0c6e7000a0f3
Wells Fargo Advisors,645e157c-cd60-4062-bc8a-94d57cb05696
Fidelity,858cedb8-88bc-42b3-97b5-8d39f75cf9e2
AXA Advisors,a68b09df-0a4f-4f00-8b21-329b5e7671fc
Charles Schwab,aea9ddaa-9668-4b46-b0a2-d8a8010d3486
Ameriprise Financial,e539392c-2e5d-42c0-bbba-a4f79e1b9b21
TD Ameritrade,80630f54-02a1-4b8f-9a1c-4bb232295028
Raymond James Financial,a66f129b-0601-45f9-8dc9-742b86bfad3e
AXA Advisors,eeb6da0d-2cb8-4edb-8c41-ff64288e3ef7
LPL Financial,acd6922b-0b20-4e31-a0ee-de2925a78628
National Planning Corporation,4e47ad59-1ef5-4107-b046-439a179e486a
Wells Fargo Advisors,e8477296-cfde-4a9f-8cd8-dc593f4282d5
Wells Fargo Advisors,3933077b-2e04-4a3e-9a7c-00780b26223f
Fidelity,39a69264-202c-4008-bfff-a83ab6819a31
Charles Schwab,00d9f857-a08b-4b3b-9858-53d7d7ea1de2
Edward Jones,58d9a464-7d55-47c3-bc87-393e2d2b86af
Ameriprise Financial,5b24cdba-d336-495f-9729-7800aa6d597f
TD Ameritrade,7bf2d021-f903-4f26-8ec7-4710172f41eb
Raymond James Financial,7b5d6a3a-b7bc-4f35-9356-53b534b0db79
AXA Advisors,617e70ca-abd5-441f-853b-21e83465bfe5
LPL Financial,21fa1708-2154-4649-a577-9694959fefb3
National Planning Corporation,192ec8f8-f739-47ba-a1ad-0714fcfb33fc
Wells Fargo Advisors,e4b5bea1-354c-4557-831b-fb41d67e1ebd
Fidelity,11de2b3b-625d-4820-aece-efa6f5ae1b74
Charles Schwab,b03feaa5-4c5c-4859-aea0-9b897d1187c8
Edward Jones,6bad9e4e-85e2-430f-a52f-2a8ea85b3624
Ameriprise Financial,d94f4db2-5605-46eb-ab26-3e721efd9225
Raymond James Financial,e372c2a4-6d95-471f-bd1d-10cd61cea3c4
AXA Advisors,069ba5f4-61eb-4444-b0fb-684e5dc08ba7
LPL Financial,2b2a557f-e19c-4bac-948f-224247e10cc6
National Planning Corporation,2b16d44d-f83e-4962-b343-cccb644e0086
Wells Fargo Advisors,a767cf25-ebb4-47d5-b5aa-4e714f123196
Wells Fargo Advisors,8b42d1d0-09c2-43e0-9370-0828925d4ebc
Fidelity,2eb88173-1ac1-4cd2-894d-f7179067d1d5
Edward Jones,9cd4dc40-a338-4721-9110-2a4260d67ec0
Ameriprise Financial,154b4669-89dc-4183-887c-fab3a0da15a0
TD Ameritrade,14b56337-d569-4419-98b9-e8b5e90cf84e
Raymond James Financial,7791cad1-7510-4872-9de8-23291dc792b0
AXA Advisors,0f72b980-6563-46b2-bbb5-6693d9e8c59a
LPL Financial,2b9ed85e-39e2-4127-a8a9-aa1b5360484a
National Planning Corporation,e21071ff-8b56-416a-9fd8-da765382a0fd
Wells Fargo Advisors,03e4da0a-f917-4f58-90f1-1ff4721cebbc
Fidelity,f2cfa0eb-d569-4940-a6c9-986c104d3185
Charles Schwab,5dfa8faa-3585-414d-bdab-b715dcea09c6
Edward Jones,e479afef-4a62-441a-8138-3ce1e0e3304f
Ameriprise Financial,21542243-ceb4-46a5-b881-1a1da5cc93f4
TD Ameritrade,bf291af5-291f-452b-a93c-f7455d89ef7f
Raymond James Financial,4f0a2e28-a5b0-41c1-b3d5-1fc8108cf98e
LPL Financial,db45d580-7b25-4191-bdb4-640ac1fb25fe
National Planning Corporation,5083dd49-bda3-4421-ab0d-b440420b1b84
Wells Fargo Advisors,bde086ff-b8b2-4de1-8953-92e46da5e25b
Fidelity,33fc02c7-5775-4a43-b4ca-8a737fffc76c
Charles Schwab,92bfa142-2f27-451a-bc82-59a27143185f
Edward Jones,26ec9054-cb41-4334-8fb6-ffa42c270b90
Ameriprise Financial,0493373a-507e-4952-aee6-fad12abfc11b
TD Ameritrade,e06e5082-1bbc-4153-a403-e2e7f7d9e9fd
Raymond James Financial,1f5e05a1-f2eb-4dec-9729-991eee56f571
AXA Advisors,f620b76b-0a10-4500-b6c1-d78ca7bb8b2f
LPL Financial,d5244842-369a-45f4-ac4d-0e85a4e3f973
National Planning Corporation,f61f784f-ec01-4033-843d-f3701fefffc1
Wells Fargo Advisors,49bd323d-73e7-4858-a8a5-cb0b85d87bb7
Fidelity,f2a446d4-7d74-42dd-85d3-39f6fa698b47
Charles Schwab,41639695-0860-42c0-b924-f4854e30efe1
Edward Jones,b3077c9f-8b90-41d8-9e35-9d6da0b3ca27
Ameriprise Financial,9b82e31d-70d0-401c-9527-15100be21476
TD Ameritrade,aa048800-8e1a-4a54-8faf-631fa7012cc4
Raymond James Financial,78f3e88e-8772-4802-83f0-9ce20e02142e
AXA Advisors,5afef042-d1dd-4de5-84dc-e4a6ee9f7f0e
LPL Financial,b578d8d8-92f6-455f-bbec-30b91412d570
Wells Fargo Advisors,cbbbaaf8-31b1-4d9f-b619-3850c3eda2ea
Fidelity,96a8433a-a123-4f15-840f-80d1cf8ef4ce
Charles Schwab,0dd85fe9-7ae9-4699-8acd-c71b49b1d91d
Edward Jones,10e1324e-0c91-447c-b196-893496d88a8e
Ameriprise Financial,c52accac-b0f4-4085-91b0-69df5fedb3a6
TD Ameritrade,5ef454c1-b973-4f42-88f8-dcc9b7614873
Raymond James Financial,0c6b868d-008f-4fd5-a34d-0a40dc86661d
AXA Advisors,1fba8c70-68c4-4af1-b8ea-2a8ef50b9167
LPL Financial,fc0993b5-8d66-4e4b-afe5-831b01c092c6
National Planning Corporation,4cf9076e-befc-4ee8-8b0f-c7243871259e
Wells Fargo Advisors,8091d80c-51d1-417c-aef2-078da0820c09
Fidelity,c54e441f-0745-4f68-9e3d-efe36066f6c3
Charles Schwab,b454df9e-3794-46b2-a598-a5095f5c4a7f
Edward Jones,638e4c6a-6e6f-459c-9fca-32b1be178c05
Ameriprise Financial,0a874b3b-4295-40cb-ac63-21d72a293a2d
Raymond James Financial,baa1eb7d-d4d3-46db-aa9f-661dd119e387
AXA Advisors,1644fa0c-2f25-4c45-a5b3-a275213ec9ee
LPL Financial,223475bd-b796-4d79-a288-d22de31b6e3d
National Planning Corporation,755c1a5c-4541-4a15-8661-76bbf09522c9
Wells Fargo Advisors,13a76f1c-a0d2-4d39-be85-4d8cce522ac4
Fidelity,64e362a0-9dff-49ea-b0b5-4afe85778a9d
Charles Schwab,dd35f7d4-c096-43e7-a2c0-75b10e1b34b2
Edward Jones,f247300b-3851-407b-907a-a6c446876a30
Ameriprise Financial,b507288c-2bcb-4ba5-b688-6900ced9eecd
TD Ameritrade,bbad641c-1457-45bb-a852-d1478c1d3be7
Raymond James Financial,eb88c361-1456-45f7-bb15-e322c0338dac
AXA Advisors,e5f5f56e-7477-44bf-b3b2-1295d3460ab9
LPL Financial,303fd46f-e307-4fc1-9b54-8d493e075bd6
National Planning Corporation,58d8dfd3-2978-4599-a2b5-cb385ab697be
Wells Fargo Advisors,142d7e37-94dd-43ce-ad7c-43409f0f5a96
Wells Fargo Advisors,3acdb241-a821-44b1-9e30-99b725b2ec41
Wells Fargo Advisors,6c724c68-bd84-4a2e-973c-3717a3abe1c5
Transamerica Financial,682e55f3-93fa-4442-88a7-e76c3329e625
Wells Fargo Advisors,f5e014d7-3fa0-40f9-82c8-5e840ae19d09
Wells Fargo Advisors,339da544-2769-4cd2-ac3f-c885cb582ff7
Wells Fargo Advisors,475fe39b-15e8-4d4d-a50a-a9a38992eb1d
Wells Fargo Advisors,1415700a-a8b2-4ab8-a8f5-bfb435fcc5b5
Wells Fargo Advisors,12fde7e0-682c-4d3e-a416-b932e105b0ec
Wells Fargo Advisors,5e990a66-a960-4e0c-953e-f1f82baf787e
Fidelity,e948fa51-66bb-46ae-82e7-ed9e1f1f7058
Charles Schwab,a49a2e10-3113-4ff5-b4af-121cee636d53
Edward Jones,48657f9c-6a98-410e-a5c7-cd974c9a100f
Ameriprise Financial,ccc83b2a-2764-4a67-9465-e23213a1f658
TD Ameritrade,3fa70762-4570-4f51-a86c-91bde1a2acd3
Raymond James Financial,b3f44f9c-7a31-47c6-87f7-e173f2a5ed51
AXA Advisors,061759af-3407-45b3-b1c7-971d8bce8477
LPL Financial,63fbf741-7926-42d7-92cf-991b8b06b561
National Planning Corporation,df6f4bdb-943f-4cab-98d3-3d63b78f3162
Wells Fargo Advisors,f81230eb-489b-4f6a-8bd0-bcb3fed77f25
Fidelity,c633764c-2596-4d1c-a895-f0e10d29386b
Charles Schwab,71860bea-cf7d-4109-b414-622311186c27
Edward Jones,3d7a1984-9e6b-4ba6-a61a-9883044a7616
TD Ameritrade,1c403540-1716-4576-b7cf-64df7103a157
Raymond James Financial,1b5ac4a6-0b15-4279-868c-040a377f8da6
AXA Advisors,45990a26-923a-4c8e-b5c2-615443031a23
LPL Financial,69496828-9309-4a8c-91eb-fb26241bf265
National Planning Corporation,8cdb38ff-66c7-451b-85b5-7f6355316326
Wells Fargo Advisors,3245554c-0f01-40b4-a6dc-557936f2c437
Ameriprise Financial,eb0ffeb5-e64b-4ae8-a53c-30a892704b82
Fidelity,361ac874-42d1-47be-bf88-09388bc7b315
Charles Schwab,ccc1165b-6564-4755-ac79-8667cc4e953e
Ameriprise Financial,66251191-4983-4ee6-9b19-bbb8fdcf3682
TD Ameritrade,2e38a632-6649-4018-b5ab-b75aebc1aaba
Raymond James Financial,7e912a50-9797-4e16-8cdf-c80bc3e905a2
AXA Advisors,04ba222d-166a-4c59-9485-f2f54249f028
National Planning Corporation,0c7808bc-0421-44c1-a38a-a28130712fe7
Wells Fargo Advisors,27b39768-a0ab-4f47-a2f7-7cf06c57eb58
Edward Jones,05bcb649-92ac-4c5c-a135-c64876843b65
Charles Schwab,5e2ecf47-c772-4639-bd4a-072c2af92905
Edward Jones,cdd8bd50-e08d-454c-b89c-5631611c6756
Ameriprise Financial,1ff7ab47-06c5-455c-8d3b-63f3b0e196f5
TD Ameritrade,761b004b-fffc-4231-8011-74f9afdc4e34
Raymond James Financial,fcceb29d-2cc8-4835-bb3e-bf9b5570f9e8
AXA Advisors,e4f2dca3-1137-41fb-83ce-04ae86abbd88
National Planning Corporation,9d07dfc0-ce13-4c5a-83ce-8a6876f7ad27
Wells Fargo Advisors,f172f011-59e2-4ed8-9a7b-9e6b87b84d0c
Fidelity,96748e98-3d91-409c-bc8a-661b8e84113e
Wells Fargo Advisors,95fe72ab-039e-4752-bb7d-9438411738ff
Wells Fargo Advisors,90538a01-eb2b-4d53-a546-87852673ebe1
Wells Fargo Advisors,a431772b-f092-44fc-b1a5-801784291c64
Wells Fargo Advisors,ffaa0c83-ddc3-4f84-8826-af932180776a
Fidelity,acb13780-f9c4-4c2a-b149-77b0cf31e635
Charles Schwab,3c5fb455-faa4-4381-b65a-6512a10292e9
Edward Jones,81281f91-eff6-4b04-a9eb-82beb8f44807
Ameriprise Financial,680aa406-5a05-4dbe-a5b6-05f30d6b837f
TD Ameritrade,354012f2-f37f-4841-be11-d34194e55dc0
Raymond James Financial,d7f5fb1e-52c3-4ee4-9089-c73b8dcf6813
AXA Advisors,87865cfd-bf33-4168-97a7-536ba67c12b3
LPL Financial,82017721-fe1a-4ea7-8c46-119ffa819ea0
National Planning Corporation,2871c428-1c3a-4734-99e6-c70909e26eec
Wells Fargo Advisors,09f1707e-3650-4171-a20d-4fde4295fffe
Fidelity,7582d7e8-cf48-4a29-8743-43efa57fc76b
Charles Schwab,9d391a22-180e-4233-8bc1-87925f188617
Edward Jones,9d37e163-3a97-4250-aa3b-121c015fc8ce
Ameriprise Financial,ba170fcf-bf78-4f2e-be4f-848920814aed
TD Ameritrade,ee5cb7b4-47fa-4f06-b738-7f666585fbc2
Raymond James Financial,21113ae8-3a22-4959-b8a6-fdb84d7e672d
AXA Advisors,0a27c1fd-4e63-4dd1-bebf-730ae180ff15
LPL Financial,f475bf92-3637-4fa2-b315-26fccf9eee6e
Wells Fargo Advisors,b74adc6b-d10c-46d2-8a12-5849ff0fb94a
Fidelity,c1bfbf22-8be5-4d76-94c2-7fc9ffb4e439
Charles Schwab,0d3de628-8b7a-4b8a-8551-7eb63385e69b
Edward Jones,9fc59286-28bc-4e85-aa4e-a3fe69f80dc8
Ameriprise Financial,d1132665-ab60-42e7-83ba-379f610d45d2
TD Ameritrade,f4c34255-3677-43df-aab0-4d1e154c7984
Raymond James Financial,349d3e4f-9d03-4d43-a195-0beb838a9c87
AXA Advisors,b262b4b5-67b9-4464-95aa-092ba5cd4711
LPL Financial,0045580b-5a39-4222-a5fa-de34df625310
National Planning Corporation,e237ae02-f775-43a2-8b5b-0324c5878935
Wells Fargo Advisors,c8ee2db7-8c94-44a4-91d2-a6e888618769
Fidelity,3c9b6faf-4f7f-411e-9103-d8d9e297743d
Charles Schwab,6f81ba31-f2cb-4243-8438-17e1c0a025c6
Edward Jones,8c15d721-14d9-4580-a650-881ab02339a4
Ameriprise Financial,ea6c2e6c-65f6-42d8-a0e8-199693ee77a2
TD Ameritrade,f70538e7-5f52-4f0f-bd97-092c5ea71049
AXA Advisors,3171e711-b5fe-45a1-bccc-4cfd070906fa
LPL Financial,2d7ca61c-9f00-4835-9e4f-a3f8e94838c3
National Planning Corporation,828d7064-f5a0-48e1-85c3-b1b7b33b3031
Wells Fargo Advisors,4dae6545-a4b9-4f46-a81d-c826c527c274
Fidelity,4fad74d6-87a3-4423-b6bb-da812114711b
Charles Schwab,2dbb6589-ff63-4566-a6f9-eb7fd28b9a55
Edward Jones,42193241-b702-499b-8db7-d6fe5a25b752
Ameriprise Financial,8e62b6a7-b037-4e04-8af1-bf4522da763e
TD Ameritrade,92af3340-507e-4904-bb17-f44026f9ef85
Raymond James Financial,afb24ea8-719c-4838-b552-d3e0c032be21
AXA Advisors,30099633-f027-4d7c-995f-80c8ba640f9e
LPL Financial,c90fc78f-2bf1-4742-8894-86a5c5f65475
National Planning Corporation,55bfbf09-2d14-43fd-bacc-44f1d536bfda
Wells Fargo Advisors,13f9688c-070b-401f-a34b-cd53aa96ef72
Fidelity,807837db-1f24-47bb-8c81-95c4c7098e81
Charles Schwab,bdc87390-deb8-443c-b33b-25ac0e06728e
Raymond James Financial,4402c279-41c7-48f7-a064-cdfbc851182b
TD Ameritrade,7ab06b1a-c560-4941-827f-cc92ed443c0c
Ameriprise Financial,40c705ac-d84e-4823-b9eb-55e23a51ca2b
Edward Jones,229135e3-1352-4d81-b618-ed6ed33f4ca9
National Planning Corporation,edbf750d-21f1-4017-b550-c98b20682495
LPL Financial,000043a8-2b55-4c57-b6ca-d1a153b49bd4
AXA Advisors,bfe09cc4-9a2e-429e-8013-71f6caeabab2
Waddell & Reed,8b2bdbdc-816b-481b-b1bc-5873041fb7f4
Fidelity,e5147a52-58bf-477b-bb01-e3b025632993
Edward Jones,3a631132-2a98-4aa9-92d5-10595c98ae4a
TD Ameritrade,04ff34cc-cb86-4da8-a16f-1452b69e295f
Raymond James Financial,08789fe2-e8c9-42b2-a8ad-f79c4fbca84f
AXA Advisors,455d0c74-04ca-484d-9d3a-f8e4a30a9622
Charles Schwab,db805f4e-4364-4715-8c8f-b718f1aaf556
Ameriprise Financial,6dd98046-0f92-4c60-bcfc-f198115bd55b
National Planning Corporation,7541d718-a461-4911-a117-f0f1c8afef28
Wells Fargo Advisors,5dca778a-33fc-442d-957a-e2a321ffd94e
Wells Fargo Advisors,2b2aab83-06a4-459e-9ce4-801f1b071f5e
Ameriprise Financial,06ad3142-7106-478b-b423-cab7c783b5f3
AXA Advisors,64758a7f-9313-475e-8b23-bdc9c37e1f6f
National Planning Corporation,48e51acc-fefa-4a30-ac6c-18384aa63762
LPL Financial,e7367a25-b9ab-49d1-ac48-f52b3b6853b8
Raymond James Financial,27739e41-d79d-43d5-86a9-e177d74c9a46
TD Ameritrade,f0e5d30c-7ec2-4aec-96df-a4a9eb93f324
Edward Jones,8d0b9ceb-0706-4d0c-8c94-92f49217dbbe
Charles Schwab,aadb2a8c-fe4d-498d-bd17-b9c7563b1902
Fidelity,23b7bea7-02b3-4b35-b1c0-3419eea29a32
Waddell & Reed,3f41c3e3-a792-419f-b6be-ad26aae2e7a7
Raymond James Financial,aaa2891c-9359-4e80-b407-6e3e8d08518e
AXA Advisors,3134efb9-e18c-4f87-a3d1-169f7631ae96
TD Ameritrade,f0935409-9211-4b6c-bad2-1ce7100ccbee
Wells Fargo Advisors,3c42c947-1810-4704-9043-5ae64aa61f76
Edward Jones,ef9b84e4-1da7-423d-b1c4-976812983308
Charles Schwab,a9fcc8ea-ecbe-4829-bd90-e7158b2ca5a2
Fidelity,ab6b548f-796b-466a-aadd-36b6f5847333
LPL Financial,1de155eb-d791-443d-9245-d839f949ca98
National Planning Corporation,81cf9ab1-7130-4429-812e-ee2c42faa0f9
Ameriprise Financial,f7c193e2-9e8e-4411-b16a-1dc92c33b7f3
Edward Jones,913d8a74-0db2-4e78-8b80-67102666aa15
Charles Schwab,6af991dd-f5fb-4699-b71a-1da29b83988c
Fidelity,47e32f05-840f-4f57-80e6-d681180d3f1d
Wells Fargo Advisors,18a5fa84-1c0b-42b4-b605-bc543f21f439
National Planning Corporation,7d0973c7-1043-4eda-8e4f-0afeeace9840
LPL Financial,6a799a34-9817-4192-83c6-5c2d81ec62f9
AXA Advisors,2e714eb5-9376-45a3-ae11-a4e7dfdddd4f
Raymond James Financial,58e2df98-03c0-40d9-9aa3-58ef6ff90326
TD Ameritrade,6b2dbdea-80e2-4b8a-9644-41d22c031acb
Wells Fargo Advisors,1159dedb-288d-47b8-a0ca-e010ed4f6529
Raymond James Financial,f14b4251-b722-4c2c-bf04-881be90f1c72
TD Ameritrade,185a6dc7-075b-4b06-8ce2-19583a0fe752
Ameriprise Financial,b8d20e35-793d-476d-9491-52ec9dd1ea8d
Edward Jones,6b743aaf-c5d2-4f8c-8d87-235dbd5d1fae
Charles Schwab,9d9e1605-3e23-48f3-b6ff-6c5ce2ad4b16
Fidelity,125be2a5-fd1d-4cdc-92b1-d48d12756616
National Planning Corporation,ad6ff69a-f11f-443c-9a5f-64e826575576
LPL Financial,69ba53cb-eb36-4949-8806-86e2c727af12
Charles Schwab,233f6ce4-35a1-4494-a702-b0ff4fb7db0a
Ameriprise Financial,89aaf3b9-70ac-4df5-aac3-3717e4b8c63c
Raymond James Financial,37af0860-cbf0-4c05-9910-df67165d4cd9
TD Ameritrade,cea12934-47e8-407d-8c6a-656e8c624e00
Edward Jones,4a214fd2-89d6-44f9-9dc7-cb07614b053a
Fidelity,5bf7a0d6-796e-4ac4-80c9-262cda1d39b2
National Planning Corporation,2656af31-8a47-4d53-b588-ef432dad8fd6
LPL Financial,4ed3da7f-c378-445e-a702-f6d99b1277cd
Wells Fargo Advisors,1446e6be-efbc-46c9-ae59-6aed0264d2e8
Wells Fargo Advisors,00e128d0-5c00-48cd-becd-d16c1eeb55bb
Edward Jones,afe1a7fa-663b-4da2-a86e-c2aa86b64fe4
Raymond James Financial,7b57f83c-2944-484b-9e24-544360a8879a
Ameriprise Financial,ed05574c-7329-453d-ad50-41f1d0680b73
National Planning Corporation,a8a5fcc7-d0ec-423d-87cc-d796e52c2fb4
LPL Financial,86902857-1476-4c99-82a9-9013e40a469a
